customer_id,Geography,Gender,Age,Balance,NumOfProducts,frequency,recency,monetary_value,prob_alive,predicted_transactions_12m,predicted_monetary_value,clv_12m,clv_lifetime,clv_segment,churn_risk,CustomerId_x,Recency,Frequency,Monetary,Tenure,CreditScore,IsActiveMember,Geography_rfm,Age_rfm,NumOfProducts_rfm,HasCrCard,EstimatedSalary_x,Exited,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Numeric,Segment,CustomerId_y,EstimatedSalary_y,revenue_tier,CLV_Tier,CLV_Lifetime_Tier,churn_risk_score,Action_Segment
15625047,France,Female,38,0.0,1,7,0.03,252.23,0.0,0.0,258.56,0.0,0.0,Below Average,High Risk,15625047,6,1,0.0,5,846,1,France,38,1,1,187616.16,0,3,1,1,311,311,Lost,15625047,187616.16,Low Value,Low,Low,3,Low Value Churn
15738191,France,Male,25,0.0,2,5,0.03,171.53,0.0,0.0,177.87,0.0,0.0,Below Average,High Risk,15738191,8,2,0.0,3,577,1,France,25,2,0,124508.29,0,2,3,1,231,231,Lost,15738191,124508.29,Low Value,Low,Low,3,Low Value Churn
15736816,Germany,Male,36,136815.64,1,2,0.03,304.08,0.0,0.0,331.95,0.04,0.22,Above Average,High Risk,15736816,9,1,136815.64,2,756,1,Germany,36,1,1,170041.95,0,2,1,5,215,215,Need Attention,15736816,170041.95,Premium,Medium,High,3,Rescue Medium
15700772,France,Male,44,0.0,2,3,0.03,169.73,0.0,0.0,180.43,0.0,0.0,Below Average,High Risk,15700772,2,2,0.0,9,571,0,France,44,2,0,38433.35,0,5,3,1,531,531,Lost,15700772,38433.35,Low Value,Low,Low,3,Low Value Churn
15728693,Germany,Female,43,141349.43,1,4,0.03,249.69,0.0,0.0,260.86,0.0,0.0,Average,High Risk,15728693,8,1,141349.43,3,574,1,Germany,43,1,1,100187.43,0,2,1,5,215,215,Need Attention,15728693,100187.43,Premium,Low,Low,3,Low Value Churn
15589475,Spain,Female,39,0.0,3,1,1.18,175.73,0.34,0.16,212.89,34.51,202.84,High Value,Medium Risk,15589475,8,3,0.0,3,591,0,Spain,39,3,1,140469.38,1,2,5,1,251,251,Lost,15589475,140469.38,Low Value,High,High,2,Nurture High
15706552,France,Male,36,85311.7,1,10,0.03,234.03,0.0,0.0,238.14,0.0,0.0,Low Value,High Risk,15706552,4,1,85311.7,7,533,1,France,36,1,0,156731.91,0,4,1,3,413,413,New Customers,15706552,156731.91,Medium Value,Low,Low,3,Low Value Churn
15750181,Germany,Male,41,110112.54,2,3,0.03,241.73,0.0,0.0,256.38,0.0,0.0,Below Average,High Risk,15750181,2,2,110112.54,9,553,0,Germany,41,2,0,81898.81,0,5,3,3,533,533,Loyal Customers,15750181,81898.81,High Value,Low,Low,3,Low Value Churn
15659428,Spain,Female,42,0.0,2,10,0.03,154.43,0.0,0.0,157.28,0.0,0.0,Low Value,High Risk,15659428,5,2,0.0,6,520,1,Spain,42,2,1,34410.55,0,4,3,1,431,431,Lost,15659428,34410.55,Low Value,Low,Low,3,Low Value Churn
15732963,Spain,Female,29,0.0,2,15,0.03,215.03,0.0,0.0,217.56,0.0,0.0,Low Value,High Risk,15732963,2,2,0.0,9,722,1,Spain,29,2,1,142033.07,0,5,3,1,531,531,Lost,15732963,142033.07,Low Value,Low,Low,3,Low Value Churn
15788448,Spain,Male,31,145260.23,1,4,0.03,224.68,0.0,0.0,234.82,0.0,0.0,Average,High Risk,15788448,8,1,145260.23,3,490,1,Spain,31,1,0,114066.77,0,2,1,5,215,215,Need Attention,15788448,114066.77,Premium,Low,Low,3,Low Value Churn
15729599,Spain,Male,33,76548.6,1,10,0.03,314.6,0.0,0.0,319.99,0.0,0.0,Low Value,High Risk,15729599,4,1,76548.6,7,804,1,Spain,33,1,0,98453.45,0,4,1,3,413,413,New Customers,15729599,98453.45,Medium Value,Low,Low,3,Low Value Churn
15717426,France,Male,36,0.0,1,10,0.03,253.43,0.0,0.0,257.85,0.0,0.0,Low Value,High Risk,15717426,4,1,0.0,7,850,1,France,36,1,1,40812.9,0,4,1,1,411,411,New Customers,15717426,40812.9,Low Value,Low,Low,3,Low Value Churn
15585768,Germany,Male,41,70349.48,2,10,0.03,247.44,0.0,0.0,251.76,0.0,0.0,Low Value,High Risk,15585768,5,2,70349.48,6,582,1,Germany,41,2,0,178074.04,0,4,3,2,432,432,Potential Loyalists,15585768,178074.04,Medium Value,Low,Low,3,Low Value Churn
15619360,Spain,Male,40,0.0,1,1,0.03,140.03,0.0,0.0,170.59,0.09,0.47,Above Average,High Risk,15619360,7,1,0.0,4,472,0,Spain,40,1,1,70154.22,0,3,1,1,311,311,Lost,15619360,70154.22,Low Value,High,High,3,Save High-Value
15738148,France,Female,51,122522.32,1,2,3.15,217.29,0.22,0.07,237.82,16.47,146.55,High Value,High Risk,15738148,3,1,122522.32,8,465,0,France,51,1,0,181297.65,1,5,1,4,514,514,New Customers,15738148,181297.65,High Value,High,High,3,Save High-Value
15687946,France,Female,61,117419.35,1,2,0.03,256.81,0.0,0.0,280.68,0.04,0.19,Above Average,High Risk,15687946,9,1,117419.35,2,556,1,France,61,1,1,94153.83,0,2,1,4,214,214,Need Attention,15687946,94153.83,High Value,Medium,Medium,3,Rescue Medium
15684171,Spain,Female,61,155931.11,1,7,0.03,289.9,0.0,0.0,297.08,0.0,0.0,Below Average,High Risk,15684171,6,1,155931.11,5,660,1,Spain,61,1,1,158338.39,0,3,1,5,315,315,Lost,15684171,158338.39,VIP,Low,Low,3,Low Value Churn
15754849,Germany,Female,32,109421.13,2,6,0.03,308.59,0.0,0.0,317.5,0.0,0.0,Below Average,High Risk,15754849,7,2,109421.13,4,776,1,Germany,32,2,1,126517.46,0,3,3,3,333,333,Loyal Customers,15754849,126517.46,High Value,Low,Low,3,Low Value Churn
15602280,Germany,Female,27,112045.67,1,12,3.54,324.64,0.0,0.0,329.26,0.05,0.23,Above Average,High Risk,15602280,2,1,112045.67,9,829,1,Germany,27,1,1,119708.21,1,5,1,4,514,514,New Customers,15602280,119708.21,High Value,High,High,3,Save High-Value
15771573,Germany,Female,39,137843.8,1,12,3.54,268.43,0.0,0.0,272.3,0.04,0.19,Above Average,High Risk,15771573,2,1,137843.8,9,637,1,Germany,39,1,1,117622.8,1,5,1,5,515,515,New Customers,15771573,117622.8,Premium,Medium,Medium,3,Rescue Medium
15766205,Germany,Male,38,103391.38,1,2,0.03,240.41,0.0,0.0,262.89,0.04,0.18,Above Average,High Risk,15766205,9,1,103391.38,2,550,1,Germany,38,1,0,90878.13,0,2,1,3,213,213,Lost,15766205,90878.13,High Value,Medium,Medium,3,Rescue Medium
15616550,Germany,Male,44,116363.37,2,4,0.03,285.6,0.0,0.0,298.22,0.0,0.0,Below Average,High Risk,15616550,1,2,116363.37,10,698,0,Germany,44,2,1,198059.16,0,5,3,4,534,534,Loyal Customers,15616550,198059.16,High Value,Low,Low,3,Low Value Churn
15768193,Germany,Male,36,146050.97,2,2,0.03,253.21,0.0,0.0,276.78,0.0,0.01,Above Average,High Risk,15768193,6,2,146050.97,5,585,0,Germany,36,2,0,86424.57,0,3,3,5,335,335,Loyal Customers,15768193,86424.57,Premium,Low,Medium,3,Low Value Churn
15683553,France,Female,33,0.0,2,2,0.03,234.83,0.0,0.0,256.85,0.0,0.01,Above Average,High Risk,15683553,6,2,0.0,5,788,0,France,33,2,0,116978.19,0,3,3,1,331,331,Lost,15683553,116978.19,Low Value,Low,Medium,3,Low Value Churn
15702298,Germany,Male,41,125561.97,1,2,3.15,273.2,0.22,0.07,298.47,20.67,183.92,High Value,High Risk,15702298,3,1,125561.97,8,655,0,Germany,41,1,0,164040.94,1,5,1,4,514,514,New Customers,15702298,164040.94,High Value,High,High,3,Save High-Value
15760861,France,Male,43,125211.92,1,1,0.03,262.39,0.01,0.02,315.58,5.03,25.16,High Value,High Risk,15760861,10,1,125211.92,1,619,1,France,43,1,1,113410.49,0,1,1,4,114,114,Need Attention,15760861,113410.49,High Value,High,High,3,Save High-Value
15630053,France,Male,45,127864.4,1,1,0.03,273.62,0.0,0.0,328.9,0.1,0.51,Above Average,High Risk,15630053,6,1,127864.4,5,656,0,France,45,1,1,87107.57,0,3,1,4,314,314,Lost,15630053,87107.57,Premium,High,High,3,Save High-Value
15623944,Spain,Female,66,0.0,1,1,1.57,171.73,0.34,0.12,208.15,25.86,152.08,High Value,Medium Risk,15623944,7,1,0.0,4,511,0,Spain,66,1,1,1643.11,1,3,1,1,311,311,Lost,15623944,1643.11,Low Value,High,High,2,Nurture High
15804771,France,Male,51,40685.92,1,5,0.03,254.64,0.0,0.0,263.66,0.0,0.0,Below Average,High Risk,15804771,7,1,40685.92,4,614,1,France,51,1,1,46775.28,0,3,1,2,312,312,Lost,15804771,46775.28,Medium Value,Low,Low,3,Low Value Churn
15651280,Germany,Male,35,136857.0,1,1,0.03,299.88,0.0,0.0,360.01,0.11,0.56,Above Average,High Risk,15651280,6,1,136857.0,5,742,0,Germany,35,1,0,84509.57,0,3,1,5,315,315,Lost,15651280,84509.57,Premium,High,High,3,Save High-Value
15773469,Germany,Female,27,152328.88,2,3,0.03,284.09,0.0,0.0,301.07,0.0,0.0,Average,High Risk,15773469,2,2,152328.88,9,687,0,Germany,27,2,0,126494.82,0,5,3,5,535,535,Loyal Customers,15773469,126494.82,VIP,Low,Low,3,Low Value Churn
15751208,Spain,Male,56,78707.16,1,11,0.03,286.29,0.0,0.0,290.77,0.0,0.0,Low Value,High Risk,15751208,3,1,78707.16,8,684,1,Spain,56,1,1,99398.36,0,5,1,3,513,513,New Customers,15751208,99398.36,Medium Value,Low,Low,3,Low Value Churn
15592461,Germany,Male,26,109166.37,1,5,0.03,256.67,0.0,0.0,265.75,0.0,0.0,Below Average,High Risk,15592461,7,1,109166.37,4,603,1,Germany,26,1,1,92840.67,0,3,1,3,313,313,Lost,15592461,92840.67,High Value,Low,Low,3,Low Value Churn
15789484,Germany,Female,36,169831.46,2,10,0.03,304.02,0.0,0.0,309.24,0.0,0.0,Below Average,High Risk,15789484,5,2,169831.46,6,751,1,Germany,36,2,1,27758.36,0,4,3,5,435,435,Loyal Customers,15789484,27758.36,VIP,Low,Low,3,Low Value Churn
15641582,Germany,Male,43,123180.01,2,17,0.03,297.08,0.0,0.0,300.06,0.0,0.0,Low Value,High Risk,15641582,1,2,123180.01,10,735,1,Germany,43,2,1,196673.28,0,5,3,4,534,534,Loyal Customers,15641582,196673.28,High Value,Low,Low,3,Low Value Churn
15638424,Germany,Female,35,150725.53,2,8,0.03,276.22,0.0,0.0,282.22,0.0,0.0,Below Average,High Risk,15638424,6,2,150725.53,5,661,1,Germany,35,2,0,113656.85,0,3,3,5,335,335,Loyal Customers,15638424,113656.85,VIP,Low,Low,3,Low Value Churn
15755648,France,Female,21,98373.26,1,2,0.03,277.58,0.0,0.0,303.21,0.0,0.0,Average,High Risk,15755648,3,1,98373.26,8,675,0,France,21,1,1,18203.0,0,5,1,3,513,513,New Customers,15755648,18203.0,High Value,Low,Low,3,Low Value Churn
15703793,Germany,Male,58,133745.44,4,1,0.79,308.52,0.34,0.23,370.26,86.43,465.74,High Value,Medium Risk,15703793,9,4,133745.44,2,738,0,Germany,58,4,1,28373.86,1,2,5,5,255,255,Need Attention,15703793,28373.86,Premium,High,High,2,Nurture High
15620344,France,Male,29,0.0,1,2,0.03,242.33,0.0,0.0,264.98,0.0,0.0,Average,High Risk,15620344,5,1,0.0,6,813,0,France,29,1,1,33953.87,0,4,1,1,411,411,New Customers,15620344,33953.87,Low Value,Low,Low,3,Low Value Churn
15779052,Germany,Female,25,157780.84,2,8,0.03,259.43,0.0,0.0,265.09,0.0,0.0,Below Average,High Risk,15779052,6,2,157780.84,5,604,1,Germany,25,2,1,58426.81,0,3,3,5,335,335,Loyal Customers,15779052,58426.81,VIP,Low,Low,3,Low Value Churn
15770811,France,Male,36,0.0,2,15,0.03,154.13,0.0,0.0,156.02,0.0,0.0,Low Value,High Risk,15770811,2,2,0.0,9,519,1,France,36,2,0,145562.4,0,5,3,1,531,531,Lost,15770811,145562.4,Low Value,Low,Low,3,Low Value Churn
15614049,France,Male,55,0.0,2,13,0.03,203.88,0.0,0.0,206.67,0.0,0.0,Low Value,High Risk,15614049,3,2,0.0,8,664,1,France,55,2,1,139161.64,0,5,3,1,531,531,Lost,15614049,139161.64,Low Value,Low,Low,3,Low Value Churn
15662085,France,Female,32,0.0,1,12,0.03,201.83,0.0,0.0,204.82,0.0,0.0,Low Value,High Risk,15662085,2,1,0.0,9,678,1,France,32,1,1,148210.64,0,5,1,1,511,511,New Customers,15662085,148210.64,Low Value,Low,Low,3,Low Value Churn
15575185,Spain,Male,33,77253.22,1,7,0.03,300.57,0.0,0.0,308.0,0.0,0.0,Below Average,High Risk,15575185,6,1,77253.22,5,757,1,Spain,33,1,0,194239.63,0,3,1,3,313,313,Lost,15575185,194239.63,Medium Value,Low,Low,3,Low Value Churn
15803136,Germany,Female,41,122189.66,2,4,0.03,201.32,0.0,0.0,210.52,0.0,0.0,Below Average,High Risk,15803136,1,2,122189.66,10,416,0,Germany,41,2,1,98301.61,0,5,3,4,534,534,Loyal Customers,15803136,98301.61,High Value,Low,Low,3,Low Value Churn
15641732,France,Female,36,0.0,2,1,0.03,161.33,0.0,0.0,195.83,0.22,1.09,Above Average,High Risk,15641732,8,2,0.0,3,543,0,France,36,2,0,26019.59,0,2,3,1,231,231,Lost,15641732,26019.59,Low Value,High,High,3,Save High-Value
15701164,France,Female,34,90307.62,1,5,0.03,226.31,0.0,0.0,234.41,0.0,0.0,Below Average,High Risk,15701164,7,1,90307.62,4,506,1,France,34,1,1,159235.29,0,3,1,3,313,313,Lost,15701164,159235.29,Medium Value,Low,Low,3,Low Value Churn
15738751,France,Female,46,0.0,2,1,0.03,146.33,0.0,0.0,178.05,0.1,0.49,Above Average,High Risk,15738751,7,2,0.0,4,493,0,France,46,2,1,1907.66,0,3,3,1,331,331,Lost,15738751,1907.66,Low Value,High,High,3,Save High-Value
15805254,Spain,Female,75,0.0,2,17,0.03,225.28,0.0,0.0,227.6,0.0,0.0,Low Value,High Risk,15805254,1,2,0.0,10,652,1,Spain,75,2,1,114675.75,0,5,3,1,531,531,Lost,15805254,114675.75,Low Value,Low,Low,3,Low Value Churn
15762418,Spain,Male,22,121681.82,1,1,1.18,301.49,0.34,0.16,361.93,58.67,344.83,High Value,Medium Risk,15762418,8,1,121681.82,3,750,0,Spain,22,1,1,128643.35,1,2,1,4,214,214,Need Attention,15762418,128643.35,High Value,High,High,2,Nurture High
15625759,France,Male,30,0.0,2,3,0.03,217.13,0.0,0.0,230.43,0.0,0.0,Below Average,High Risk,15625759,2,2,0.0,9,729,0,France,30,2,1,151869.35,0,5,3,1,531,531,Lost,15625759,151869.35,Low Value,Low,Low,3,Low Value Churn
15622897,France,Female,46,0.0,3,2,1.57,192.23,0.23,0.13,210.64,28.1,249.56,High Value,High Risk,15622897,7,3,0.0,4,646,0,France,46,3,1,93251.42,1,3,5,1,351,351,Lost,15622897,93251.42,Low Value,High,High,3,Save High-Value
15767954,Germany,Female,28,81623.67,2,5,0.03,264.33,0.0,0.0,273.66,0.0,0.0,Below Average,High Risk,15767954,8,2,81623.67,3,635,1,Germany,28,2,1,156791.36,0,2,3,3,233,233,About to Sleep,15767954,156791.36,Medium Value,Low,Low,3,Low Value Churn
15757535,Spain,Female,44,0.0,3,10,1.97,192.53,0.0,0.0,195.99,0.22,1.1,Above Average,High Risk,15757535,6,3,0.0,5,647,1,Spain,44,3,1,174205.22,1,3,5,1,351,351,Lost,15757535,174205.22,Low Value,High,High,3,Save High-Value
15731511,France,Male,45,118626.55,2,3,0.03,318.72,0.0,0.0,337.6,0.0,0.0,Average,High Risk,15731511,4,2,118626.55,7,808,0,France,45,2,1,147132.46,0,4,3,4,434,434,Loyal Customers,15731511,147132.46,High Value,Low,Low,3,Low Value Churn
15809248,France,Female,36,0.0,2,4,0.03,155.63,0.0,0.0,162.97,0.0,0.0,Below Average,High Risk,15809248,1,2,0.0,10,524,0,France,36,2,1,109614.57,0,5,3,1,531,531,Lost,15809248,109614.57,Low Value,Low,Low,3,Low Value Churn
15640635,France,Male,29,0.0,2,13,0.03,229.13,0.0,0.0,232.22,0.0,0.0,Low Value,High Risk,15640635,3,2,0.0,8,769,1,France,29,2,1,172290.61,0,5,3,1,531,531,Lost,15640635,172290.61,Low Value,Low,Low,3,Low Value Churn
15676966,Spain,Male,42,0.0,2,6,0.03,217.43,0.0,0.0,223.91,0.0,0.0,Below Average,High Risk,15676966,7,2,0.0,4,730,1,Spain,42,2,0,85982.47,0,3,3,1,331,331,Lost,15676966,85982.47,Low Value,Low,Low,3,Low Value Churn
15699461,Spain,Male,35,176273.95,1,14,0.03,233.47,0.0,0.0,236.38,0.0,0.0,Low Value,High Risk,15699461,1,1,176273.95,10,515,1,Spain,35,1,0,121277.78,0,5,1,5,515,515,New Customers,15699461,121277.78,VIP,Low,Low,3,Low Value Churn
15738721,Spain,Male,41,102827.44,1,12,0.03,307.27,0.0,0.0,311.65,0.0,0.0,Low Value,High Risk,15738721,2,1,102827.44,9,773,1,Spain,41,1,0,64595.25,0,5,1,3,513,513,New Customers,15738721,64595.25,High Value,Low,Low,3,Low Value Churn
15693683,Germany,Male,29,97086.4,2,13,0.03,319.19,0.0,0.0,323.37,0.0,0.0,Low Value,High Risk,15693683,3,2,97086.4,8,814,1,Germany,29,2,1,197276.13,0,5,3,3,533,533,Loyal Customers,15693683,197276.13,High Value,Low,Low,3,Low Value Churn
15604348,Spain,Male,22,0.0,2,3,0.03,211.43,0.0,0.0,224.42,0.0,0.0,Average,High Risk,15604348,3,2,0.0,8,710,0,Spain,22,2,0,99645.04,0,5,3,1,531,531,Lost,15604348,99645.04,Low Value,Low,Low,3,Low Value Churn
15633059,France,Male,34,0.0,2,3,0.03,122.33,0.0,0.0,130.43,0.0,0.0,Below Average,High Risk,15633059,2,2,0.0,9,413,0,France,34,2,0,6534.18,0,5,3,1,531,531,Lost,15633059,6534.18,Low Value,Low,Low,3,Low Value Churn
15808582,France,Female,40,0.0,1,8,0.03,197.93,0.0,0.0,202.37,0.0,0.0,Below Average,High Risk,15808582,5,1,0.0,6,665,1,France,40,1,1,161848.03,0,4,1,1,411,411,New Customers,15808582,161848.03,Low Value,Low,Low,3,Low Value Churn
15743192,France,Female,44,0.0,2,2,0.03,185.33,0.0,0.0,203.15,0.0,0.0,Average,High Risk,15743192,5,2,0.0,6,623,0,France,44,2,0,167162.43,0,4,3,1,431,431,Lost,15743192,167162.43,Low Value,Low,Low,3,Low Value Churn
15580146,France,Male,31,82674.15,1,3,0.03,295.32,0.0,0.0,312.91,0.0,0.0,Average,High Risk,15580146,2,1,82674.15,9,738,0,France,31,1,1,41970.72,0,5,1,3,513,513,New Customers,15580146,41970.72,Medium Value,Low,Low,3,Low Value Churn
15776605,Spain,Male,36,0.0,2,3,0.03,156.83,0.0,0.0,166.82,0.0,0.0,Average,High Risk,15776605,4,2,0.0,7,528,0,Spain,36,2,1,60536.56,0,4,3,1,431,431,Lost,15776605,60536.56,Low Value,Low,Low,3,Low Value Churn
15804919,Spain,Female,65,0.0,1,1,0.39,218.18,0.34,0.42,263.2,110.48,465.74,High Value,Medium Risk,15804919,10,1,0.0,1,670,1,Spain,65,1,1,177655.68,1,1,1,1,111,111,Lost,15804919,177655.68,Low Value,High,High,2,Nurture High
15613854,Spain,Female,46,107073.27,2,6,1.57,262.24,0.02,0.02,269.92,6.13,30.64,High Value,High Risk,15613854,7,2,107073.27,4,622,1,Spain,46,2,1,30984.59,1,3,3,3,333,333,Loyal Customers,15613854,30984.59,High Value,High,High,3,Save High-Value
15599195,Germany,Male,32,88938.62,1,1,0.03,249.0,0.01,0.02,299.72,4.78,23.9,High Value,High Risk,15599195,10,1,88938.62,1,582,1,Germany,32,1,1,10054.53,0,1,1,3,113,113,Lost,15599195,10054.53,Medium Value,High,High,3,Save High-Value
15812878,Germany,Female,36,99806.85,1,2,0.03,310.67,0.0,0.0,339.11,0.05,0.23,Above Average,High Risk,15812878,9,1,99806.85,2,785,1,Germany,36,1,0,36976.52,0,2,1,3,213,213,Lost,15812878,36976.52,High Value,High,High,3,Save High-Value
15602312,Spain,Male,33,150092.8,1,1,0.03,259.39,0.0,0.0,312.04,0.1,0.49,Above Average,High Risk,15602312,6,1,150092.8,5,605,0,Spain,33,1,0,71862.79,0,3,1,5,315,315,Lost,15602312,71862.79,VIP,High,High,3,Save High-Value
15744689,Germany,Male,35,92833.89,1,3,3.54,218.39,0.13,0.05,231.76,11.42,114.23,High Value,High Risk,15744689,2,1,92833.89,9,479,0,Germany,35,1,1,99449.86,1,5,1,3,513,513,New Customers,15744689,99449.86,Medium Value,High,High,3,Save High-Value
15803526,Germany,Male,30,90536.81,1,4,0.03,280.02,0.0,0.0,292.42,0.0,0.0,Average,High Risk,15803526,8,1,90536.81,3,685,1,Germany,30,1,0,63082.88,0,2,1,3,213,213,Lost,15803526,63082.88,Medium Value,Low,Low,3,Low Value Churn
