CustomerId,Recency,Frequency,Monetary,Tenure,CreditScore,IsActiveMember,Geography,Age,NumOfProducts,HasCrCard,EstimatedSalary,Exited,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Numeric,Segment
15702298,3,1,125561.97,8,655,0,Germany,41,1,0,164040.94,1,5,1,4,514,514,New Customers
15569590,10,1,98495.72,1,601,0,Germany,42,1,1,40014.76,1,1,1,3,113,113,Lost
15760861,10,1,125211.92,1,619,1,France,43,1,1,113410.49,0,1,1,4,114,114,Need Attention
15630053,6,1,127864.4,5,656,0,France,45,1,1,87107.57,0,3,1,4,314,314,Lost
15647091,11,1,75888.2,0,725,0,Germany,19,1,0,45613.75,0,1,1,3,113,113,Lost
15623944,7,1,0.0,4,511,0,Spain,66,1,1,1643.11,1,3,1,1,311,311,Lost
15804771,7,1,40685.92,4,614,1,France,51,1,1,46775.28,0,3,1,2,312,312,Lost
15651280,6,1,136857.0,5,742,0,Germany,35,1,0,84509.57,0,3,1,5,315,315,Lost
15773469,2,2,152328.88,9,687,0,Germany,27,2,0,126494.82,0,5,3,5,535,535,Loyal Customers
15702014,10,2,56084.69,1,555,0,Spain,33,2,0,178798.13,0,1,3,2,132,132,About to Sleep
15751208,3,1,78707.16,8,684,1,Spain,56,1,1,99398.36,0,5,1,3,513,513,New Customers
15592461,7,1,109166.37,4,603,1,Germany,26,1,1,92840.67,0,3,1,3,313,313,Lost
15789484,5,2,169831.46,6,751,1,Germany,36,2,1,27758.36,0,4,3,5,435,435,Loyal Customers
15696061,10,1,101633.04,1,581,0,Germany,34,1,1,110431.51,0,1,1,3,113,113,Lost
15641582,1,2,123180.01,10,735,1,Germany,43,2,1,196673.28,0,5,3,4,534,534,Loyal Customers
15638424,6,2,150725.53,5,661,1,Germany,35,2,0,113656.85,0,3,3,5,335,335,Loyal Customers
15755648,3,1,98373.26,8,675,0,France,21,1,1,18203.0,0,5,1,3,513,513,New Customers
15703793,9,4,133745.44,2,738,0,Germany,58,4,1,28373.86,1,2,5,5,255,255,Need Attention
15620344,5,1,0.0,6,813,0,France,29,1,1,33953.87,0,4,1,1,411,411,New Customers
15812518,11,1,163607.18,0,657,1,Spain,37,1,0,44203.55,0,1,1,5,115,115,Need Attention
15779052,6,2,157780.84,5,604,1,Germany,25,2,1,58426.81,0,3,3,5,335,335,Loyal Customers
15770811,2,2,0.0,9,519,1,France,36,2,0,145562.4,0,5,3,1,531,531,Lost
15780961,10,2,178718.19,1,735,0,France,21,2,1,22388.0,0,1,3,5,135,135,Need Attention
15614049,3,2,0.0,8,664,1,France,55,2,1,139161.64,0,5,3,1,531,531,Lost
15662085,2,1,0.0,9,678,1,France,32,1,1,148210.64,0,5,1,1,511,511,New Customers
15575185,6,1,77253.22,5,757,1,Spain,33,1,0,194239.63,0,3,1,3,313,313,Lost
15803136,1,2,122189.66,10,416,0,Germany,41,2,1,98301.61,0,5,3,4,534,534,Loyal Customers
15706021,10,2,96645.54,1,665,0,France,34,2,0,171413.66,0,1,3,3,133,133,About to Sleep
15663706,9,1,0.0,2,777,0,France,32,1,1,136458.19,1,2,1,1,211,211,Lost
15641732,8,2,0.0,3,543,0,France,36,2,0,26019.59,0,2,3,1,231,231,Lost
15701164,7,1,90307.62,4,506,1,France,34,1,1,159235.29,0,3,1,3,313,313,Lost
15738751,7,2,0.0,4,493,0,France,46,2,1,1907.66,0,3,3,1,331,331,Lost
15805254,1,2,0.0,10,652,1,Spain,75,2,1,114675.75,0,5,3,1,531,531,Lost
15762418,8,1,121681.82,3,750,0,Spain,22,1,1,128643.35,1,2,1,4,214,214,Need Attention
15625759,2,2,0.0,9,729,0,France,30,2,1,151869.35,0,5,3,1,531,531,Lost
15622897,7,3,0.0,4,646,0,France,46,3,1,93251.42,1,3,5,1,351,351,Lost
15767954,8,2,81623.67,3,635,1,Germany,28,2,1,156791.36,0,2,3,3,233,233,About to Sleep
15757535,6,3,0.0,5,647,1,Spain,44,3,1,174205.22,1,3,5,1,351,351,Lost
15731511,4,2,118626.55,7,808,0,France,45,2,1,147132.46,0,4,3,4,434,434,Loyal Customers
15809248,1,2,0.0,10,524,0,France,36,2,1,109614.57,0,5,3,1,531,531,Lost
15640635,3,2,0.0,8,769,1,France,29,2,1,172290.61,0,5,3,1,531,531,Lost
15676966,7,2,0.0,4,730,1,Spain,42,2,0,85982.47,0,3,3,1,331,331,Lost
15699461,1,1,176273.95,10,515,1,Spain,35,1,0,121277.78,0,5,1,5,515,515,New Customers
15738721,2,1,102827.44,9,773,1,Spain,41,1,0,64595.25,0,5,1,3,513,513,New Customers
15693683,3,2,97086.4,8,814,1,Germany,29,2,1,197276.13,0,5,3,3,533,533,Loyal Customers
15604348,3,2,0.0,8,710,0,Spain,22,2,0,99645.04,0,5,3,1,531,531,Lost
15633059,2,2,0.0,9,413,0,France,34,2,0,6534.18,0,5,3,1,531,531,Lost
15808582,5,1,0.0,6,665,1,France,40,1,1,161848.03,0,4,1,1,411,411,New Customers
15743192,5,2,0.0,6,623,0,France,44,2,0,167162.43,0,4,3,1,431,431,Lost
15580146,2,1,82674.15,9,738,0,France,31,1,1,41970.72,0,5,1,3,513,513,New Customers
15776605,4,2,0.0,7,528,0,Spain,36,2,1,60536.56,0,4,3,1,431,431,Lost
15804919,10,1,0.0,1,670,1,Spain,65,1,1,177655.68,1,1,1,1,111,111,Lost
15613854,7,2,107073.27,4,622,1,Spain,46,2,1,30984.59,1,3,3,3,333,333,Loyal Customers
15599195,10,1,88938.62,1,582,1,Germany,32,1,1,10054.53,0,1,1,3,113,113,Lost
15812878,9,1,99806.85,2,785,1,Germany,36,1,0,36976.52,0,2,1,3,213,213,Lost
15602312,6,1,150092.8,5,605,0,Spain,33,1,0,71862.79,0,3,1,5,315,315,Lost
15744689,2,1,92833.89,9,479,0,Germany,35,1,1,99449.86,1,5,1,3,513,513,New Customers
15803526,8,1,90536.81,3,685,1,Germany,30,1,0,63082.88,0,2,1,3,213,213,Lost
15665790,4,2,108055.1,7,538,0,Germany,39,2,1,27231.26,0,4,3,3,433,433,Loyal Customers
15715951,9,1,100238.35,2,562,0,France,42,1,0,86797.41,0,2,1,3,213,213,Lost
15591100,2,1,106190.55,9,675,1,Spain,36,1,0,22994.32,0,5,1,3,513,513,New Customers
15609618,2,2,154475.54,9,721,1,Germany,28,2,0,101300.94,1,5,3,5,535,535,Loyal Customers
15675522,2,2,132351.29,9,628,1,Germany,30,2,1,74169.13,0,5,3,4,534,534,Loyal Customers
15705512,5,1,167864.4,6,668,0,Germany,37,1,1,115638.29,0,4,1,5,415,415,New Customers
15698028,10,2,0.0,1,506,0,France,41,2,1,31766.3,0,1,3,1,131,131,Lost
15661670,3,1,107818.63,8,524,0,Germany,31,1,1,199725.39,1,5,1,3,513,513,New Customers
15600781,7,2,185173.81,4,699,0,Germany,34,2,1,120834.48,0,3,3,5,335,335,Loyal Customers
15682472,3,2,129433.34,8,828,0,France,34,2,0,38131.77,0,5,3,4,534,534,Loyal Customers
15580203,5,1,120193.42,6,674,0,Spain,39,1,0,100130.95,0,4,1,4,414,414,New Customers
15690673,5,2,0.0,6,656,0,France,39,2,1,141069.88,0,4,3,1,431,431,Lost
15760085,1,1,126384.42,10,684,1,Germany,48,1,1,198129.36,0,5,1,4,514,514,New Customers
15779659,8,1,0.0,3,625,0,France,28,1,0,183646.41,0,2,1,1,211,211,Lost
15627360,2,1,152603.45,9,432,0,France,42,1,1,110265.24,1,5,1,5,515,515,New Customers
15671137,10,1,0.0,1,549,1,France,52,1,0,8636.05,1,1,1,1,111,111,Lost
15782688,11,1,148507.24,0,625,0,Germany,56,1,1,46824.08,1,1,1,5,115,115,Need Attention
15575492,4,2,0.0,7,828,0,France,41,2,1,171378.77,0,4,3,1,431,431,Lost
15591607,2,1,101827.07,9,770,0,France,24,1,1,167256.35,0,5,1,3,513,513,New Customers
15740404,8,2,0.0,3,758,1,France,34,2,1,124226.16,0,2,3,1,231,231,Lost
15718369,2,1,130862.43,9,795,1,Germany,33,1,1,114935.21,0,5,1,4,514,514,New Customers
15677871,2,1,122570.87,9,687,1,France,38,1,1,35608.88,0,5,1,4,514,514,New Customers
15642004,10,2,0.0,1,686,1,France,25,2,0,16459.37,0,1,3,1,131,131,Lost
15712543,4,2,124828.46,7,789,1,Germany,39,2,1,124411.08,0,4,3,4,434,434,Loyal Customers
15584518,6,2,144895.05,5,589,1,Germany,50,2,1,34941.23,0,3,3,5,335,335,Loyal Customers
15802381,6,1,63663.93,5,461,1,Germany,34,1,0,167784.28,0,3,1,2,312,312,Lost
15610156,9,1,133463.1,2,637,1,France,40,1,0,93165.34,0,2,1,4,214,214,Need Attention
15594408,9,1,213146.2,2,584,0,Spain,48,1,1,75161.25,1,2,1,5,215,215,Need Attention
15640905,10,2,129490.36,1,579,1,Spain,35,2,0,8590.83,1,1,3,4,134,134,Need Attention
15698932,1,1,137452.09,10,756,0,Germany,44,1,1,189543.9,0,5,1,5,515,515,New Customers
15724944,4,2,0.0,7,663,1,France,34,2,1,180427.24,0,4,3,1,431,431,Lost
15628145,6,1,125851.93,5,682,1,France,43,1,1,193318.33,0,3,1,4,314,314,Lost
15713483,9,1,0.0,2,793,0,Spain,52,1,1,159123.82,1,2,1,1,211,211,Lost
15612350,6,1,40915.55,5,691,0,France,31,1,1,126213.84,1,3,1,2,312,312,Lost
15800703,6,1,113157.22,5,485,1,Spain,21,1,1,54141.5,0,3,1,4,314,314,Lost
15705707,3,2,138296.94,8,635,0,Spain,29,2,1,141075.51,0,5,3,5,535,535,Loyal Customers
15754105,6,1,106967.18,5,650,0,France,37,1,0,24495.03,0,3,1,3,313,313,Lost
15703264,2,1,120681.63,9,735,0,France,44,1,1,74836.34,0,5,1,4,514,514,New Customers
15794413,11,2,0.0,0,416,1,France,32,2,0,878.87,0,1,3,1,131,131,Lost
15650237,4,2,0.0,7,754,0,Spain,32,2,1,89520.75,0,4,3,1,431,431,Lost
15759618,2,1,0.0,9,535,0,France,48,1,1,149892.79,1,5,1,1,511,511,New Customers
15811589,3,2,0.0,8,716,0,Spain,42,2,1,180800.42,0,5,3,1,531,531,Lost
15689044,9,1,127609.59,2,539,0,France,37,1,1,98646.22,0,2,1,4,214,214,Need Attention
15709368,5,2,0.0,6,614,1,France,43,2,1,109041.53,0,4,3,1,431,431,Lost
15679145,4,1,0.0,7,706,0,Spain,57,1,1,17941.16,1,4,1,1,411,411,New Customers
15655007,4,2,0.0,7,758,0,France,33,2,0,82996.47,0,4,3,1,431,431,Lost
15623595,9,2,0.0,2,586,1,Spain,28,2,1,92067.35,0,2,3,1,231,231,Lost
15589975,5,1,97259.25,6,646,1,France,73,1,0,104719.66,0,4,1,3,413,413,New Customers
15804017,7,1,123246.7,4,631,0,Germany,33,1,0,112687.57,0,3,1,4,314,314,Lost
15692132,5,1,101060.25,6,717,1,Spain,22,1,0,84699.56,0,4,1,3,413,413,New Customers
15641122,9,2,0.0,2,684,0,France,30,2,1,83473.82,0,2,3,1,231,231,Lost
15630910,4,1,108007.36,7,800,0,France,49,1,0,47125.11,0,4,1,3,413,413,New Customers
15680772,9,2,0.0,2,721,1,Spain,36,2,1,106977.8,0,2,3,1,231,231,Lost
15658929,11,1,133702.89,0,683,0,Spain,29,1,1,55582.54,1,1,1,4,114,114,Need Attention
15585388,2,2,125189.75,9,660,1,Germany,31,2,1,139874.43,0,5,3,4,534,534,Loyal Customers
15724623,4,1,113034.22,7,704,0,Germany,24,1,1,162503.48,1,4,1,4,414,414,New Customers
15588537,2,1,109013.23,9,615,0,Spain,41,1,1,196499.96,0,5,1,3,513,513,New Customers
15574692,9,2,0.0,2,667,0,Spain,39,2,1,40721.24,1,2,3,1,231,231,Lost
15611325,2,2,57929.81,9,682,0,Germany,24,2,0,53134.3,0,5,3,2,532,532,Potential Loyalists
15587562,7,1,130114.39,4,484,0,France,29,1,1,164017.89,0,3,1,4,314,314,Lost
15613172,6,2,95826.49,5,628,0,Germany,27,2,1,155996.96,0,3,3,3,333,333,Loyal Customers
15651022,1,1,129608.57,10,480,0,Germany,44,1,1,5472.7,1,5,1,4,514,514,New Customers
15586310,7,1,169462.09,4,578,0,France,30,1,1,112187.11,0,3,1,5,315,315,Lost
15625524,6,2,0.0,5,512,1,France,40,2,1,146457.83,0,3,3,1,331,331,Lost
15755209,4,1,133868.21,7,484,1,Spain,35,1,1,27286.1,0,4,1,5,415,415,New Customers
15645248,11,2,0.0,0,510,1,France,30,2,1,130553.47,0,1,3,1,131,131,Lost
15790355,6,2,190479.48,5,606,0,Germany,36,2,0,179351.89,0,3,3,5,335,335,Loyal Customers
15762615,3,1,101993.12,8,597,1,Spain,40,1,0,94774.12,0,5,1,3,513,513,New Customers
15625426,8,1,161608.81,3,754,0,Germany,55,1,1,8080.85,1,2,1,5,215,215,Need Attention
15716334,9,1,122311.21,2,850,1,Spain,45,1,1,19482.5,0,2,1,4,214,214,Need Attention
15789669,9,2,0.0,2,510,1,France,65,2,1,48071.61,0,2,3,1,231,231,Lost
15621075,10,2,162150.42,1,778,0,Germany,45,2,1,174531.27,0,1,3,5,135,135,Need Attention
15810845,9,2,0.0,2,636,1,France,42,2,1,55470.78,0,2,3,1,231,231,Lost
15719377,7,1,0.0,4,804,1,France,50,1,1,8546.87,1,3,1,1,311,311,Lost
15654506,3,2,0.0,8,514,0,France,32,2,1,95857.18,0,5,3,1,531,531,Lost
15771977,10,1,99010.67,1,730,0,France,39,1,1,194945.8,0,1,1,3,113,113,Lost
15708710,11,1,0.0,0,525,1,Spain,37,1,0,131521.72,0,1,1,1,111,111,Lost
15726676,6,2,0.0,5,616,1,Spain,30,2,0,196108.51,0,3,3,1,331,331,Lost
15587421,4,2,111388.18,7,687,0,Germany,34,2,1,148564.76,0,4,3,4,434,434,Loyal Customers
15726931,3,2,56214.85,8,715,0,France,41,2,0,92982.61,1,5,3,2,532,532,Potential Loyalists
15771086,8,2,84327.77,3,512,0,France,36,2,1,17675.36,0,2,3,3,233,233,About to Sleep
15756850,10,2,0.0,1,479,0,France,40,2,0,114996.43,0,1,3,1,131,131,Lost
15702741,3,1,93012.89,8,601,0,France,32,1,1,86957.42,0,5,1,3,513,513,New Customers
15679200,2,2,61710.44,9,580,0,Spain,29,2,1,128077.8,0,5,3,2,532,532,Potential Loyalists
15594815,8,1,174790.15,3,807,1,France,35,1,1,600.36,0,2,1,5,215,215,Need Attention
15635905,5,2,0.0,6,616,1,Spain,32,2,1,43001.46,0,4,3,1,431,431,Lost
15777892,8,1,107720.64,3,721,1,Germany,37,1,1,158591.12,0,2,1,3,213,213,Lost
15656176,1,2,0.0,10,501,1,France,57,2,1,47847.19,0,5,3,1,531,531,Lost
15811127,5,1,96423.84,6,521,0,France,35,1,1,10488.44,0,4,1,3,413,413,New Customers
15604482,9,1,141040.01,2,850,1,Spain,30,1,1,5978.2,0,2,1,5,215,215,Need Attention
15622911,7,1,105420.18,4,759,1,France,42,1,0,121409.06,0,3,1,3,313,313,Lost
15600974,6,1,0.0,5,516,1,Spain,50,1,0,146145.93,1,3,1,1,311,311,Lost
15727868,9,2,129022.06,2,711,1,France,38,2,1,14374.86,1,2,3,4,234,234,Need Attention
15627801,8,1,176666.62,3,512,0,Spain,33,1,1,94670.77,0,2,1,5,215,215,Need Attention
15773039,8,1,0.0,3,550,1,France,37,1,1,179670.31,0,2,1,1,211,211,Lost
15755262,8,1,89763.84,3,608,0,Spain,41,1,0,199304.74,1,2,1,3,213,213,Lost
15679531,6,1,134954.53,5,618,1,France,34,1,1,151954.39,0,3,1,5,315,315,Lost
15684181,6,1,0.0,5,643,0,France,45,1,1,142513.5,1,3,1,1,311,311,Lost
15612087,9,1,106376.85,2,671,1,France,45,1,0,158264.62,0,2,1,3,213,213,Lost
15752047,9,2,161814.64,2,689,0,Germany,33,2,1,169381.9,0,2,3,5,235,235,Need Attention
15624592,3,2,0.0,8,603,1,France,31,2,1,169915.02,0,5,3,1,531,531,Lost
15573152,2,2,0.0,9,620,0,France,41,2,0,88852.47,0,5,3,1,531,531,Lost
15594917,10,1,63095.01,1,676,1,France,34,1,1,40645.81,0,1,1,2,112,112,Lost
15785542,7,2,118287.01,4,572,0,Germany,26,2,0,60427.3,0,3,3,4,334,334,Loyal Customers
15723488,4,1,106854.21,7,668,1,Germany,47,1,0,157959.02,1,4,1,3,413,413,New Customers
15680920,4,1,49512.55,7,695,0,France,46,1,1,133007.34,0,4,1,2,412,412,New Customers
15786308,2,2,0.0,9,730,0,Spain,33,2,0,176576.62,0,5,3,1,531,531,Lost
15659366,10,2,105799.32,1,807,0,France,43,2,1,34888.04,1,1,3,3,133,133,About to Sleep
15774854,3,1,0.0,8,592,1,France,54,1,1,28737.71,1,5,1,1,511,511,New Customers
15725311,2,2,114722.05,9,726,1,France,31,2,1,98178.57,0,5,3,4,534,534,Loyal Customers
15787155,4,1,0.0,7,514,1,Spain,30,1,0,125010.24,0,4,1,1,411,411,New Customers
15727829,9,2,0.0,2,567,1,France,42,2,1,167984.61,0,2,3,1,231,231,Lost
15733247,1,1,0.0,10,850,0,France,33,1,1,4861.72,1,5,1,1,511,511,New Customers
15568748,5,1,99564.22,6,671,1,Germany,45,1,1,108872.45,1,4,1,3,413,413,New Customers
15699029,7,2,170557.91,4,670,0,France,37,2,1,198252.88,0,3,3,5,335,335,Loyal Customers
15774393,2,2,0.0,9,694,1,France,30,2,1,26960.31,0,5,3,1,531,531,Lost
15676895,5,3,74596.15,6,547,1,Germany,39,3,1,85746.52,1,4,5,3,453,453,Loyal Customers
15637753,9,1,96888.39,2,751,0,Germany,50,1,1,77206.25,1,2,1,3,213,213,Lost
15605461,8,1,130830.22,3,594,0,Germany,29,1,1,61048.53,0,2,1,4,214,214,Need Attention
15808473,10,2,0.0,1,673,1,France,72,2,0,111981.19,0,1,3,1,131,131,Lost
15627000,11,2,0.0,0,610,0,France,40,2,1,62232.6,0,1,3,1,131,131,Lost
15787174,10,2,0.0,1,512,1,France,37,2,0,156105.03,0,1,3,1,131,131,Lost
15723886,8,2,119714.25,3,767,1,Germany,20,2,0,150135.38,0,2,3,4,234,234,Need Attention
15704769,6,2,113978.97,5,585,1,France,67,2,0,93146.11,0,3,3,4,334,334,Loyal Customers
15772896,5,1,100160.75,6,763,0,Germany,42,1,1,33462.94,1,4,1,3,413,413,New Customers
15711540,9,1,0.0,2,712,1,France,29,1,1,144375.0,0,2,1,1,211,211,Lost
15764866,8,3,116220.5,3,539,0,Germany,43,3,1,55803.96,1,2,5,4,254,254,Need Attention
15794056,9,3,0.0,2,668,0,France,46,3,1,89048.46,1,2,5,1,251,251,Lost
15795149,9,2,81173.83,2,703,1,France,28,2,0,162812.16,0,2,3,3,233,233,About to Sleep
15812009,7,2,0.0,4,662,0,Spain,38,2,1,136259.65,0,3,3,1,331,331,Lost
15651001,6,1,116803.8,5,725,0,Germany,39,1,1,124052.97,0,3,1,4,314,314,Lost
15813844,3,2,105961.68,8,703,1,France,37,2,0,74158.8,0,5,3,3,533,533,Loyal Customers
15596175,5,1,117411.6,6,659,1,Germany,67,1,1,45071.09,1,4,1,4,414,414,New Customers
15576269,4,2,0.0,7,523,0,Spain,34,2,1,62030.06,0,4,3,1,431,431,Lost
15797219,1,1,123497.58,10,635,0,France,40,1,1,131953.23,1,5,1,4,514,514,New Customers
15685500,4,2,152400.51,7,772,0,Germany,26,2,1,79414.0,0,4,3,5,435,435,Loyal Customers
15599792,10,2,0.0,1,545,1,France,26,2,1,199638.56,0,1,3,1,131,131,Lost
15657566,3,1,103097.85,8,634,1,Germany,24,1,1,157577.29,0,5,1,3,513,513,New Customers
15772423,3,1,126418.14,8,739,0,Germany,54,1,1,134420.75,1,5,1,4,514,514,New Customers
15628112,6,1,77846.9,5,771,0,Germany,36,1,0,99805.99,0,3,1,3,313,313,Lost
15753754,10,2,0.0,1,587,1,Spain,34,2,1,97932.68,0,1,3,1,131,131,Lost
15793726,11,2,0.0,0,681,1,France,79,2,0,170968.99,0,1,3,1,131,131,Lost
15694717,9,1,79731.91,2,544,1,Germany,37,1,1,57558.95,0,2,1,3,213,213,Lost
15665834,3,1,0.0,8,696,0,Spain,28,1,0,176713.47,0,5,1,1,511,511,New Customers
15765297,11,2,0.0,0,766,1,Spain,41,2,0,34283.23,0,1,3,1,131,131,Lost
15636684,1,2,0.0,10,727,1,France,34,2,1,198637.34,0,5,3,1,531,531,Lost
15592979,5,2,37266.67,6,671,0,Germany,34,2,0,156917.12,0,4,3,2,432,432,Potential Loyalists
15750803,5,1,127992.25,6,693,1,France,30,1,1,50457.2,0,4,1,4,414,414,New Customers
15607178,8,1,54901.01,3,850,1,Germany,38,1,1,140075.55,0,2,1,2,212,212,Lost
15713853,2,2,108748.08,9,732,1,Germany,42,2,1,65323.11,0,5,3,3,533,533,Loyal Customers
15673481,5,1,99906.19,6,726,0,Spain,48,1,1,64323.24,0,4,1,3,413,413,New Customers
15686776,5,2,184686.41,6,557,0,France,32,2,1,14956.44,0,4,3,5,435,435,Loyal Customers
15673693,11,1,110654.02,0,682,1,France,26,1,0,111879.21,0,1,1,4,114,114,Need Attention
15700696,2,1,79019.8,9,738,1,Spain,31,1,1,18606.23,0,5,1,3,513,513,New Customers
15813163,2,1,99240.51,9,531,0,Spain,36,1,1,123137.01,0,5,1,3,513,513,New Customers
15653857,9,2,0.0,2,498,1,France,34,2,1,148528.24,0,2,3,1,231,231,Lost
15777076,4,2,0.0,7,651,0,France,36,2,1,13898.31,0,4,3,1,431,431,Lost
15717398,4,1,0.0,7,549,0,Spain,39,1,0,81259.25,1,4,1,1,411,411,New Customers
15799217,4,1,52436.2,7,791,0,Germany,35,1,1,161051.75,0,4,1,2,412,412,New Customers
15787071,2,2,0.0,9,650,1,Spain,41,2,0,191599.67,0,5,3,1,531,531,Lost
15619955,8,3,100337.96,3,733,0,Germany,34,3,1,48559.19,1,2,5,3,253,253,About to Sleep
15796505,10,2,149297.19,1,811,1,Germany,34,2,1,186339.74,0,1,3,5,135,135,Need Attention
15725166,3,2,0.0,8,707,0,France,30,2,1,33159.37,0,5,3,1,531,531,Lost
15800116,7,1,145605.44,4,712,1,Germany,28,1,0,93883.53,0,3,1,5,315,315,Lost
